歡迎光臨,#genre#
緯來育樂,rtmp://f13h.mine.nu/sat/tv701





🔞松視CR(更新日期114.06.30)_1818,#genre#
松視1台,p3p://167.114.175.6:55331/5fe445280008a40682a0367c343436bb
松視1台,http://15.204.105.50:25461/G2s9zK2n9m/ezvrFwxGfA/88
松視1台,http://276868.cloud/33899f168487d4ecf86768be40853b71/a342fa9e5e11747f731a4832e31e0e7d/c5f2d006bb9ccf4951acc5cc4b4b8b39/index.m3u8
松視1台,http://suo.im/c4FP2
松視1台,http://ali.hlspull.yximgs.com/live/3ece22313a5434d269096c0492bb4592.flv
松視1台,http://ali.hlspull.yximgs.com/live/a9c3603ee1bd0bc1b9603f808d87aaca.flv
松視1台,p3p://108.181.20.159:75234/5fe445280008a40682a0367c343436bb
松視1台,p3p://108.181.32.169:40187/650b87f1000d765a8f12ea107fd81201
松視1台,p3p://173.208.176.178:31809/5fe445280008a40682a0367c343436bb
松視1台,http://107.167.16.226:8880/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/476365.m3u8
松視1台,http://104.194.10.200:25461/live/271871095922/006886711863/5.m3u8?token=SRVZVERZGl8UCA4FVw9TAlQFBQRQWgAEDlIGDlYBAQcCAAIEDwMIAA4SGhZFTRdVVl1rWwYaXAMbE0FLBERmClYVCxcABhpJFERfWVMbXwAbEkRbBhpcEAYDAw5RFBVBV09FUEVfWQlpVFNCX1oAEg1eQV4OFERdWW5QXQxXVwcQDRMFFR0aDEVAFA5YTAlcGxJWWxZKB0ZSEw4aUwQOUxAbE1ZYRFYRREkUDhRsNhIbElFKFl0IQV5eWhpbFFRQRw8TGRVYSzpEVUVARFwEXVJCFghACEQeFVxVQD5VVg1cUlJBXl5WFhQKFA0PAFwSGxJZXQxREl1FbkRRBRQDQQAEAQUDE0U=
松視1台,http://z3.ubtvfans.com/live/rx3/402/733039a795cd903623dd9c87385ee32b/index.m3u8



松視2台,p3p://167.114.175.6:55331/60232b5f00007bc37850649979e379df
松視2台,http://15.204.105.50:25461/G2s9zK2n9m/ezvrFwxGfA/89
松視2台,http://276868.cloud/e7e5fccaa92d69a7553c3890c3519a14/a342fa9e5e11747f731a4832e31e0e7d/79624e0ad988a352ad8d5a819dd37a46/index.m3u8
松視2台,http://b.mtw.so/6pAjsB
松視2台,http://lc.aacalive.com:26789/i/ghjnvq5o/8c85fsaf/index.m3u8
松視2台,p3p://173.208.176.178:31809/60232b5f00007bc37850649979e379df
松視2台,http://live.redtraffic.xyz:80/bigdick.m3u8
松視2台,p3p://108.181.20.159:75234/60232b5f00007bc37850649979e379df
松視2台,p3p://108.181.32.169:40187/650b8a51000ac6568f1c30530c503d72
松視2台,http://107.167.16.226:8880/live/wLmJEuYw32hs/75X2WAcaeJexPFiZ/639653.m3u8
松視2台,http://104.194.10.200:25461/live/271871095922/006886711863/6.m3u8?token=SRVZVERZGl8UCA4FVw9TAlQFBQRQWgAEDlIGDlYBAQcCAAIEDwMIAA4SGhZFTRdVVl1rWwYaXAMbE0FLBERmClYVCxcABhpJFERfWVMbXwAbEkRbBhpcEAYDAw5RFBVBV09FUEVfWQlpVFNCX1oAEg1eQV4OFERdWW5QXQxXVwcQDRMFFR0aDEVAFA5YTAlcGxJWWxZKB0ZSEw4aUwQOUxAbE1ZYRFYRREkUDhRsNhIbElFKFl0IQV5eWhpbFFRQRw8TGRVYSzpEVUVARFwEXVJCFghACEQeFVxVQD5VVg1cUlJBXl5WFhQKFA0PAFwSGxJZXQxREl1FbkRRBRQDQQAEAQUDE0U=
松視2台,http://ali.hlspull.yximgs.com/live/3a078c1d69a41e679e167215f052c723.flv


松視3台,http://15.204.105.50:25461/G2s9zK2n9m/ezvrFwxGfA/90
松視3台,p3p://167.114.175.6:55331/6109e9590001f40bfd9b661109395f3b
松視3台,p3p://108.181.32.169:40187/650b8a0e000007df8f1b27da75d42f65
松視3台,p3p://173.208.176.178:31809/6109e9590001f40bfd9b661109395f3b
松視3台,http://ali.hlspull.yximgs.com:80/live/9663ea3c5f5a81b533de8c546c1329f5.flv
松視3台,http://ali.hlspull.yximgs.com/live/3f6f5f4476f4ac79303be71e5cd70808.flv
松視3台,http://z3.ubtvfans.com/live/rx3/404/92fba28e982d7b13b6b47247c5a40674/index.m3u8
松視3台,http://suo.im/9wiS2
松視3台,http://104.194.10.200:25461/live/271871095922/006886711863/20205.m3u8?token=SRVZVERZGl8UCA4FVw9TAlQFBQRQWgAEDlIGDlYBAQcCAAIEDwMIAA4SGhZFTRdVVl1rWwYaXAMbE0FLBERmClYVCxcABhpJFERfWVMbXwAbEkRbBhpcEAYDAw5RFBVBV09FUEVfWQlpVFNCX1oAEg1eQV4OFERdWW5QXQxXVwcQDRMFFR0aDEVAFA5YTAlcGxJWWxZKB0ZSEw4aUwQOUxAbE1ZYRFYRREkUDhRsNhIbElFKFl0IQV5eWhpbFFRQRw8TGRVYSzpEVUVARFwEXVJCFghACEQeFVxVQD5VVg1cUlJBXl5WFhQKFA0PAFwSGxJZXQxREl1FbkRRBRQDQQAEAQUDE0U=

麻豆直播,http://276868.cloud/7584899480166fb05d86da7b61a0940e/a342fa9e5e11747f731a4832e31e0e7d/57c97d9bd28f87f9ee79891f2496dc99/index.m3u8
麻豆直播,p3p://173.208.176.178:31809/63fd56ec000b5f0d26d4fe1b07963493
麻豆直播,p3p://173.208.176.178:31809/606271190002a1266f75aaee0463186a
麻豆直播,https://epg.pw/stream/e5cc080f8b849ce451705d59802c6d1605c643995772f60896098fd840b10255.m3u8

大番號直播,http://lc.aacalive.com:26789/i/ghjnvq5o/sajdxxzc/index.m3u8

Miami TV：https://59ec5453559f0.streamlock.net/mexicotv/smil:miamitvmexico/playlist.m3u8
